timestamp_begin,timestamp_end,response_time,total_calls,ENDPOINT_1,ENDPOINT_2,ENDPOINT_3,ENDPOINT_4,ENDPOINT_5,ENDPOINT_6,ENDPOINT_7,ENDPOINT_8,ENDPOINT_9,ENDPOINT_10,ENDPOINT_11,ENDPOINT_12,ENDPOINT_13,ENDPOINT_14,ENDPOINT_15,ENDPOINT_16,ENDPOINT_17,ENDPOINT_18,ENDPOINT_19,ENDPOINT_20,ENDPOINT_21,ENDPOINT_22,ENDPOINT_23,cpu_app,memory_app,cpu_db,memory_db,rows_fetched,rows_returned,db_commits
1701840248,1701840308,82.73913043478261,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,5,1,1,0,34.3221,23.2532,23.91096166666667,69.50929833333333,63609.0504,98024.0973,118.3035
1701840308,1701840368,47.25,56,2,4,1,2,2,2,2,2,2,2,2,2,2,1,3,1,1,5,5,7,2,3,1,35.625,23.2272,24.47025166666667,68.16415833333332,89313.2157,127584.0441,122.8523
1701840368,1701840428,55.191489361702125,47,3,4,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,3,4,7,0,4,1,36.6975,23.2261,31.13058166666667,67.35368333333334,92794.3547,126293.0133,115.2871
1701840428,1701840488,69.23404255319149,47,0,1,0,2,2,2,2,3,3,3,3,3,3,1,1,1,1,3,2,9,1,1,0,31.0502,23.2274,30.072951666666665,67.247095,24949.2831,40796.564,124.7383
1701840488,1701840548,128.30434782608697,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,3,8,1,0,1,33.846,23.2359,17.88462,67.54895833333333,46707.9253,76832.0515,119.1701
1701840548,1701840608,63.093023255813954,43,3,3,1,2,2,2,2,2,2,1,1,0,0,1,2,1,1,3,3,7,0,2,2,34.452,23.2371,18.654211666666665,67.96214499999999,70448.0548,98258.3428,122.5534
1701840608,1701840668,85.92105263157895,38,2,2,1,2,2,2,2,2,2,1,2,3,3,0,0,0,0,0,0,9,0,2,1,31.6928,23.2324,30.345151666666666,69.15855166666667,43909.113,62845.9067,130.6609
1701840668,1701840728,160.63636363636363,22,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,10,0,0,0,31.4779,23.2538,24.595685000000003,69.31189166666668,25064.3888,51703.4605,122.922
1701840728,1701840788,134.8181818181818,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,8,0,0,0,33.6961,23.3055,13.189933333333332,69.35606833333334,32655.2887,53954.6194,118.3361
1701840788,1701840848,69.1,40,1,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,6,6,7,2,0,1,36.0455,23.3092,14.83761166666667,69.43543500000001,51887.2654,86448.6702,118.999
